selected_text,sentiment
my back and legs kill,negative
refreshing,positive
"cool, not a big user of DM though",neutral
the movie on the plane is Mall Cop- (but i saw it with the nephews already,neutral
Gone have my ears on it when I am at home ..plenty of painting for you as well,neutral
nice,positive
"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!",neutral
lazy,negative
"lol..well..no. I've had insomnia since I was 23 :-/ &amp; since then dont sleep a lot of hours, but the ones I do are grea",neutral
best roast,positive
I love you Thomas.,positive
) happy,positive
Home now!!! LOL but leaving again on monday for flo rida!!!,neutral
not good!,negative
I think they make you turn your phones off  I'll see what I can do!,neutral
Reached Bangalore!! Now gotta hunt for rooms,neutral
so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,neutral
hate,negative
Still working on music grades...outside on the deck...sun is behind a big gray cloud,neutral
Will be back in Dallas tomorrow.,neutral
worst,negative
just watch evan longoria,neutral
Wishes,positive
"wow!  Nice roar, I see good things in your future",positive
"I'm feelin sad, depressed, lonely, unhappy all at once.",negative
Sleeeeeeeepy.... I'm off... Goodnight twitterverse!,neutral
appreciated.,positive
- I'm feeling lonely,negative
not helping!,negative
Thanks,positive
good,positive
"Was late today, due to construction!!!",neutral
an idiot..,negative
cool,positive
s sad,negative
"why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",neutral
Happy Mother's Day to all you moms out there,positive
favorite,positive
y adore,positive
"cute,",positive
I can't sleep... And now????,neutral
crying,negative
crying,negative
missing,negative
All is well..That ends well!,positive
burned,negative
i'm here,neutral
think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sil,neutral
Can't wait 2 hand in work tomorrow then im practically finished for the year  yay!,neutral
thanks,positive
I'm going to try &amp; get some sleep. I got work mostly all day &amp; I'm training for bakery also. Glammyyy crocker on deck. Lmao. Text or,neutral
@ work again,neutral
i love you twitskies,positive
Why aren't you coming to Montreal?,neutral
Slowest Friday eeeeevvveeerrrr,negative
laughing at all the dumb stuff I,positive
HAPPY,positive
jealous!,negative
**** you rhinitis!,negative
totally unfair.,negative
BUMMER!!,negative
Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,neutral
"&quot;there are people and then there are pencils&quot; some are sharp, some are not and some can be sharpened  my pencil philos",neutral
"Sulumits Retsambew is thinking: A billion here, a billion there, pretty soon it adds up to real money.",neutral
"I feel your pain man, people say it's really good but I don't have the money to waste on a PS3",neutral
I wasn't going to go out tonight but looks like I'll be heading over to Main Street,neutral
sooooooo sad!!!,negative
getting ready for summy yummy cocoa crispies,neutral
Woo! Nachos AND ice cream  haha,neutral
I feel really feckin tired,negative
Dï¿½a sin sol... grrrrrrr.... ï¿½why? ï¿½WHYYY????????,neutral
thanks,positive
Glad,positive
Partytiiime,positive
"feel so bad for him, he's so sad",negative
"i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't",neutral
You are the First to know that SinhalenFOSS ep22 is out with the big news. http://tr.im/kpoR,neutral
good,positive
he was AMAZING.,positive
sad,negative
my body decided it wanted to be sick,negative
Yeayy another baby girl in the family,positive
Well done doing blood work..its hot out again,neutral
Love the movie Grease! Can't believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,neutral
Dont worry man.,positive
good,positive
"Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us",neutral
@_Cantus_  all i hear is coffee brewing at my end,neutral
"cool,",positive
So excited!,positive
im sorry,negative
upset,negative
That room will be an oven too,neutral
"have to change practice pools, someone threw up in our normal pool",neutral
i don't know what to do..,negative
It rains and it sucks so much because it's the second day in a row,negative
Deucie picked up by his sitter for the weekend.,neutral
off to friendss,neutral
. thats upsetting  sorry,negative
both electronic keys stopped working. there is no keyhole!,negative
pretty nice.,positive
"In rural #thailand, 2630 is considered posh",neutral
back home in palmdale. in bed with my mommy,neutral
Awesome!,positive
Just left you a message! Hope you get it,neutral
not at my workplace.   but a short-sleeved shirt is absolutely necessary today,neutral
its nasty outside  can't wait,negative
yay  i'll do you a heart mk shout in a sec pam,neutral
happy,positive
That will make things fair. My poor Tiger has no claws or nutz,neutral
sick,negative
off to work..,neutral
presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes,neutral
but i went out and bought some nail polish ellen,neutral
_ If I called your cell phone would you let me talk to your teacher?,neutral
thanks dude. Being a low level business man its hard to get normal credit cards..also our place is not listed with any bank,neutral
is cheering on the Arsenal Ladies!!    and missing my M...x,neutral
"And to you too, how are you today?",neutral
One of my favorite WKP songs!,positive
&amp; . Thanks for the,positive
i tried calling work 5 times and they wont answer,negative
_370 i thought he was off until next week...i think we have another week to do his ohmygod please tell me with have another week,neutral
crazy.,positive
; pretty cool!,positive
win.,positive
Just tried to sign up for  but apparently Knoxville is not a big enough city  Will Knox ever be on the list?,neutral
A long and stressful day coming up tomorrow.,negative
Chauncey is giving his last sac speech...,neutral
best,positive
hope,positive
Heading into Glasgow for a rehearsal for my upcoming show,neutral
boring,negative
"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter",negative
love you cassie..,positive
.yummmmy!,positive
Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8,neutral
sorry. Too **** funny!,neutral
Then I guess that makes me Dot?,neutral
Liked it very much!  excellent cinematography!!!,positive
i've missed you  just bore,negative
is chillin',positive
Gonna read a story bout adam lambert online then bed. Nighty night,neutral
good,positive
I'm tired.,negative
hangover,negative
Sorry,negative
mess,negative
back to athens. ????? ? ??????,neutral
Cuz you play a grown up on Twitter?,neutral
omg,positive
There's also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.,neutral
@ Pretty_Mess you missed all the free shots,neutral
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,neutral
headache,negative
y rock,positive
#heartbreak,negative
best,positive
"@_refugee_ /me gets &quot;Your video will start in 15 seconds&quot;, Exiting to watch ... for minutes  #flash #li",neutral
thanks,positive
feel so out of the loop.,negative
why do you think so?,neutral
I hope that she has a wonderful day.,positive
hope,positive
bad,negative
"On way to the wimbledon with  to watch star trek, IMAX baby",neutral
": Hi, there! I'm sorry for not telling you  Let's meet up! With _meirizka too. You promised to treat us! XD",neutral
Nothing but Efteling-fun !!,positive
worse.,negative
I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,neutral
miss,negative
WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,negative
really wanted,positive
good,positive
satisfaction,positive
depressed,negative
i gave u thanx awesome person,positive
sorry,negative
"Fk my life,",negative
is working hard or maybe thats hardly working,negative
I'm on my way to see '17 Again'.  I've wanted to see it for a looong time,neutral
you're not gonna paint me? oh well  ;),neutral
Forgot my power cable at home today,neutral
Soooo full that im starting to feel sick,negative
expired.,negative
Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone,neutral
"i hate this rain,",negative
t really hate me,negative
Can't  No money to spend.,neutral
haha  i did! many times before!,neutral
cant wait till ur may 22 show!!  u better stop by and hang out in newcastle,neutral
.we just had to suffer,negative
It's official nobody is getting a raise this year,negative
Sorry,negative
is a lumberjack,neutral
I guess I fail  -cries-,negative
cop me some,neutral
MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*,neutral
Listening to Yultron!!,neutral
"Just for fun: Jessica Alba weekly Twitter follower count: 35,138 (+5,468). This is starting to look like a movement.",neutral
because it couldn't access the web properly. So shiny,neutral
lol how I met your mother,neutral
bad idea,negative
"hahaha! Yes, I do",neutral
With my jordie for a little bit,neutral
good.,positive
I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes,neutral
d blamed,negative
Amy did u already check out the antics of Parella and Marcia?   news... and entertainment on Twitte,neutral
and of course it happens on the day I got a carwash.,neutral
I don't like it.,negative
"awesome,",positive
Rest then. It's your day off!,neutral
? Thanks,positive
Sitting in the car. My ipod is about to die so Im not gonna have anything to do.,neutral
PAIN.,negative
"you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ...",neutral
brutal,negative
ohhh. hm. I don't want to screw mine up,neutral
Thank you,positive
"Happy Birthday, David",positive
good night,positive
&quot;Bandwidth Limit Exceeded&quot; on yo,neutral
Yeah we actually went in the room they were at. I just didn't look under the counter where they were,neutral
"Oopsie, the origami box I just made looks like a strawberry! should I be allowed to teach?",neutral
going to be a fun night,positive
does it mean you will b going 2 bed earlier on Mondays?,neutral
lost,negative
sucks,negative
tired,negative
hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol,neutral
short work week for me,neutral
anytime from now on lol. i'm just reading and stuffs,neutral
Ive been dying for those!! They just so expensive in little sizes,neutral
Hello Bank Holiday Monday  hello revision,neutral
"But I am on pg 145 of 165, so I'm getting close!  *yawn*",neutral
"i was watching Harpers Island, lol... there was no vodka involved",neutral
lovely,positive
happy mum's day!,positive
u fallin off sad face,negative
[ the angle ],positive
"I`m not sick but a little tierd...a bit to much to drink, but I had fun!",neutral
Will have to try.  Our Pei Wei closed so I can't try there.,neutral
"im good thanks,",positive
OMG I WANT TO GO TO THE BEACH!!!,neutral
More reason to revel,positive
We drove  summahkayy,neutral
I sure do hope,positive
damnit i didn't  but neither did you so win!,neutral
I would be there... But I live across the country,neutral
"- Yeah I know they are **** annoying with that... But it,s such good promo... I lost some contacts for business in there",positive
Time to take a astronomy test!,neutral
yummy yummy ice creammm  i hate heels &amp;whoever made this pai,neutral
**** if there is anytime I need my car... its now! Dammit,negative
http://pic.im/4d8   Horten moss kï,neutral
_d Zwarte maillot,neutral
i am glad,positive
Look at how far away I've gone... locked away in a room trying to work in silence and yet... constant &quot;urgent&quot; emails and IM's,neutral
Has research guilt as I spent the day feeling sorry for myself with a cold..,negative
Happy,positive
never respond ba,negative
terday,positive
.  r.i.p.,negative
"Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...",neutral
it does but that game doesn't.,neutral
seriously getting hurt...,negative
how do we know if we won?,neutral
I'm stuck wearing a sun dress,negative
he   love it.,positive
"okay, i'm out for a while  back later!",neutral
I am so glad it's Friday. I just got off work and I'm so tired.,neutral
_b I met  at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,neutral
Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,neutral
miss,negative
Creased,negative
sick,negative
i ask myself that all the time.,neutral
New Twitter coolness: conversations with neighbors (http://is.gd/ybd0) during a thunderstorm.,neutral
"h, Belinda Jensen was really goo",positive
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,neutral
"has to be in cockermouth for 8:45 tomorrow morning, jesus christ i want sleep",neutral
if you need to talk or vent let me know,neutral
confusing!,negative
I miss,negative
sad   Miss my friends,negative
Sorry to hear.,negative
you aint invite me,neutral
i'm off to see a movie (&quot;17 again,neutral
just try to squeeze my Sundayyyy,negative
Listening to Lady Gaga... Relatives just left after our Mother's Day celebration,neutral
bummed,negative
bored.,negative
it'S freezing and raining here,neutral
"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral
Works like a charm,positive
"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he's not fake.",positive
"It's 6 am, I haven't been to bed yet, and I just got my second wind.  Guess I should edit or read or something until I feel tired huh?",neutral
my fav movie..,positive
death,negative
thnks,positive
you didn't give out #followfriday advice like i told you?,neutral
Hmm...what to make for dinner tonight???  No clue.  Don't feel like cooking anything    Hubby wants to go away tonigh,neutral
so sad.,negative
Good to have both,positive
great,positive
If I &quot;unfollowed&quot; you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I &quot;unf,negative
I've experienced apathy over empathy,negative
"I'm thinking that you, me, , +  should have it out over some vin in HK",neutral
. My feet are killing me,negative
Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv,neutral
I still have nightmares about this game   FU KC,negative
taking FOREVER!,negative
twitter tends to do that to us,neutral
Another Lake Park kid is going to Tulane. I'm not unique anymore,negative
i feel like dyeing right now...,negative
! Love ya guys and cab wait to see another awesome show soon,positive
. k? tha,positive
happy,positive
fail!,negative
nice,positive
just got back home... bored now,neutral
Cause I'm not hearing from you guys!!!,neutral
"can't stop my lappy overheating,",negative
i have three hours to do my hair. and it STILL won't be straight,negative
"I'm jealous...i need 2 escape 2, lol.",neutral
man that **** hurts!,negative
was hot!,positive
i hate songs and surveys  they always seem to make me cry.,negative
*hugs*,neutral
do  life is not good:'( no more Exit in this hallway I'm stuck in my world...,negative
Joe's version is pretty but it's a sleeper.  Shouldn't be played at 1am.,neutral
Aw thank you.,positive
Just got home from another amazing night,positive
where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral
new golf VI TSi 160HP is fast!,neutral
here I am,neutral
But I Don't Want To Go,negative
fun,positive
"They are having a hard time,",negative
Tanya is jealous because I'm Mike's new favorite  It's because he tried to kiss me over the weekend.,neutral
Lmao Yes its on the 27th  I get so excited,positive
had a great time,positive
I'm not impressed that it almost always rains on Bank Holidays !! Stil... It's a free day - no college,negative
so haven't seen any videos the last few days  hope everything is ok...,neutral
pissed off,negative
missed,negative
Nooooothing to do tonight,negative
hairloss..,negative
artery tomorrow. No more Hagen Daz for me,neutral
Surfing the web...,neutral
Let-Down,negative
Wedding..,neutral
Are you still taking calls? We were next to talk to you and we got disconnected before you got now.,neutral
@_erica I know right,neutral
Eating a bagel  yummy,positive
I will surely vote for .,neutral
wow,positive
"Oh i see. My grandparents were from Ilocos as well, but they moved to Nueva Ecija",neutral
_ good to be back! It's really late though and I just got back from scaring some people and I'm pleased but really tired,neutral
http://twitpic.com/4jj43 - Me and Ari,neutral
Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,neutral
This is dumb. I keep losing followers!,negative
HAPPY MOTHER'S DAY FELLOW MOMMIES!!!,positive
lol... hell yeah!,neutral
we should all be down to earth. don't none of us walk on water  I'm just some **** nerd trying to find my way thru life lol,neutral
today will be productive: gym now....lots and lots of writing later,neutral
Gosh...who's doing this??? So bad...  Baylee is a blessed child...these people don't know what to do... Kisses,neutral
warmly,positive
_in_NH night bud,neutral
I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to,neutral
lucky! I can't see it tonight....,neutral
LOL biking is manly,neutral
just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive
Soooo high,neutral
hoping,positive
too late,negative
complain ab,negative
Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return,negative
happy,positive
"twitter,facebook,myspace...no phone still",neutral
sadly,negative
It's not much better than instant.,neutral
.I HOPE THEY ACTUALLY ARE,positive
suck horribly,negative
Next time,neutral
"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive
"Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother's Day",positive
ne  i really,positive
TY very much for FF,positive
killed,negative
delight!,positive
"no, sry, didn't feel well at all.",negative
Follow Friday  b/c she needs more followers,neutral
that,positive
I'm dying to read it!  I hate England.,neutral
false alarm on the house,neutral
is goin out  to  dinner!,neutral
And i freakin miss anthony  ugh today kinda sucks.,negative
"I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook.  I am ver",neutral
I'm afraid not much  I just realized the true difficulty of this design. I may cry soon,negative
I like,positive
I was sad to hear they shaved too  I really liked the beards. I feel like I'm in the minority.,neutral
"Okay, as long as you're all right.",neutral
love,positive
Happy Mother's Day,positive
no point anyways,negative
sadness. you could hang out with me and feel less apathetic.,negative
was always told to keep sucking something like fruit gums,neutral
my GF has an interview with them this week,neutral
"That's sad,",negative
poor boy,negative
in a meeting discussion colour of bikeshed,neutral
. Tomorrow will be tough!,negative
I'm getting back into  again,neutral
happy birthday,positive
just said goodbye to the younger bro.  #misshimalready,negative
i wish i could take my pillow to school. dead serious.,neutral
Goodnight,positive
Took a 4 hour nap after work today and won't be able to sleep all night    This is a bumme,neutral
I love them,positive
Oh that just made my evening.,positive
lol  Check this video out -- New Minute Maid Commercial http://tinyurl.com/cplt7p,neutral
poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!,neutral
too freaky,negative
eating chicken noodle soup...... its one of those days,neutral
love good causes,positive
UP isnt im 3-D..,neutral
good,positive
Happy,positive
I love these clutches!,positive
I am thankful!!,positive
"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",negative
I'm so sorry.,positive
.it was a pleasure shopping with you.,positive
People always tryna **** on it when they've never even been there.,neutral
wish,positive
"Hahaha. No, I haven't. I think I'll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",neutral
I want a Monte Cristo sandwich sooo... BAd!!!,positive
I always feel sickly when I wake up.  Well got a busy day ahead of me! Yippeee,neutral
sumptuous,positive
.im greeting in advance! haha,positive
y missed,negative
And a few more,neutral
tilaaa just make you feel so special  haha haters now days,neutral
thank you! It's sunny outside so that's a good start,positive
"hahahah yeah, you're right! Plus I'm Twitteraddict so, You'll find me here all (well almost) day most likely",neutral
eat something!,neutral
no omelette today  dim sum tomorrow! FEAST!,neutral
"- oh, COOL!! D. I'm going to like a bunchh of JB shows this summer... I am so broke now though  haha",neutral
"Just FYI, RUIN HOLLYWOOD IS CLOSED.  Last Friday was our Closing Night.",neutral
Finishing up my last Friday at Olive Crest,neutral
is a college graduate,neutral
Please Re,positive
last school day tomorrow! it was the funnest day ever. BUt also really sad  Righ ow I'm getting ready to go to Moab with Phil!!!,neutral
How is it that my preschoolers can bowl over a hundred when they weigh only 35-40 lbs? Today was there last day for the year.,neutral
lol,positive
http://twitpic.com/2xjoc - can you paint me,neutral
What a busy day ... am disappointed that today's show is a repeat,negative
unfortunatley,negative
aww sorry boo. I haven't bought a printer in 4 years; my canon i900d is still making amazing prints. Have zero fisheye exp.,neutral
Nice,positive
trying to fix some weird query,negative
awesome!,positive
&lt;3 ryan baby iloveyopu **** &l,positive
They are people too,neutral
sick,negative
those were the good days the jetsons comes on right after finltstones ! i missed it today tho,neutral
Not good cl,negative
God I just want to sleep.,neutral
we enjoye,positive
I sent you a message.,neutral
Last night was awesome!,positive
ooh how is Milan? i could do with a holiday! Bfoyf is off to Geneva today visiting fam so ive got a weekend on my own,neutral
_dave meany,neutral
hate,negative
That is annoying. What gear is it? I'll take it off your hands,negative
broke,negative
good,positive
Love,positive
"sorry I can't help it, hopefully it rubs off on you.",neutral
"has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one",positive
waaa th,negative
glad its nice there.,positive
"yeahh, uhhh, not so sure if i'm feeling the new jonas songs just yet",neutral
Yep: http://bit.ly/15yyId  We go there for Christmas treats!,neutral
bless her!,positive
But Jeff will have a hard time from 42nd,negative
"Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",neutral
Awesome,positive
*tearrrrrrrr*,negative
death,negative
Seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   Off to bed I think...,neutral
congratulations,positive
gratitude and wishes you a magnificent &amp; productive start to your,positive
never be okay,negative
i have the adam lambert version of FEELIN GOOD in my head... i miss idol already.,neutral
"luckily,",positive
GILF = grandmother.,neutral
good,positive
thanku  cooking is simple but the law is- u hve to have fun while u make it,positive
Godawful hangover today. Worth it tho,neutral
My heart aches for her children,negative
most of da time on gtalk ! pls make my follow count 600,neutral
ugh ****!,negative
I don't feel so good.,negative
sukks,negative
"#BGT DCD Seniors were good, but not good enough.",neutral
Sorry,negative
walking by the water in annapolis with froyo and no shoes,neutral
"and yes, I have seen your comment and yes, I did have the right answer.  I'll get over it.",neutral
Psyched for Mother's day at the GKR party--and teaching mom and dad about baseball,neutral
good,positive
"Josh  Excuse me, but, at what time is it going to begin?",neutral
thank,positive
Enjoy,positive
have a great Mom's Day,positive
you're proud of and you love eachother,positive
thanks,positive
lol,positive
major anxiety attack,negative
Lol..,positive
and movies too!!!,neutral
tired,negative
re good,positive
Going into liverpool soon,neutral
best,positive
i hate that song,negative
last night in newport,neutral
come and save me from my packing please?!,neutral
U cud BELIEVE that!?,negative
Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hard,neutral
about to play my first game of apple to apples!!   wish me luck...,neutral
Very true.  And well behaved women rarely make history.,neutral
well i miss her i think she would really like it  re:trina,neutral
lovely,positive
Joining twitter! Just added a random person,neutral
"very well edited,",positive
Seems I brought a little Sikaflex caulk home with me... in my hair.,neutral
is playing restaurant city.,neutral
YAY! My temperature went down!  I can have dinner with the family tonight.,neutral
t better,positive
are you tweeting while running?,neutral
e fun,positive
a wonderfu,positive
I REALLY miss,negative
wants to be sunbathin!!,neutral
lost a follower,negative
LOVES,positive
good friends,positive
woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,neutral
tired,negative
blocked,negative
Guy coming to see my car is late,neutral
I am working my way through a bottle of Excedrin. Maybe we are twins.,neutral
i'm sorry to hear that,negative
soo tired.. still kinda angry that i missed the concert,negative
YUCK,negative
stupid,negative
"&quot;you can ride one, you can catch one, but its not summer til you pop open one&",neutral
*cough cough hack hack,neutral
we can learn together!,positive
great,positive
"5 Mins, till the end of follow me Friday",neutral
everyone have a wonderful day,positive
"well donkey has his own appeal, for sure.",neutral
intentando intentarlo ONCE AGAIN!,neutral
trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractions  ugh,positive
look like i can only quick post from the dashboard that is all,neutral
a massive,positive
OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton,neutral
I completely forgot it was mothersday today.. Lol  Happy mothersday to all of you beautiful mums out there!,positive
. Thanks,positive
This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it's my friend's clothing line,neutral
"arg..tried one pic, but she moved so i failed to save it...then they never showed her feet again  but they were purty!",neutral
"haha, that would be cool.",positive
Gonna go make my Meme's Mother's day card then go hop in the shower and hop to sleep!!,neutral
loool sheridan ive got swine flu but im still coming into skl tomorrow same way  hehe,neutral
gives me a much better result (b,positive
crush,positive
r miss,negative
thanks  scared of dentists.. looks like I am going to have to get over it and go,positive
d BUMMER!,negative
Heeder's again and on Monday as well... absolutely no plans for the weekend,neutral
Excellent,positive
still having a hangover,neutral
cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol,neutral
wish everyond a Happy Mother's Day. Hope it's a great one!,positive
thanks,positive
OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!,neutral
i lose.,negative
jealous*,negative
loved,positive
worse,negative
I wished,positive
_GM That's the plan,neutral
thankyou,positive
This store at the airport is as close as we'll get to WDW during this trip.,neutral
it's looks amazeeeeeee,positive
happy,positive
miss,negative
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",neutral
I will be uploading soon!,neutral
Cloudy day in Berlin. Just about right to sit in front of a computer all day,neutral
friday.....i have nothing to do so sad,negative
its getting really windy out there,neutral
Gettin home frm hangin with Herman,neutral
addicted,negative
Well hello twitters,positive
Why can't I buy the Nokia N97?!? Amazon says &quot;cannot ship to this addres,negative
great,positive
Wishing everyone a good night,positive
My penalty save sent us through,positive
nope... it is telling you that you want cameo creams,neutral
getting cds ready for tour,neutral
in my opinion one gray hair is one too many... I have way too many as well,neutral
"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",neutral
On runway 2 hours,neutral
a good,positive
(lol),positive
womp womp woooomp!,positive
haha drunk golf sounds *awesome*!! i predict a great score for today,positive
are you all going without me,neutral
I can't join your game... it's a private beta,neutral
stopped working on the  image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.,neutral
This should be fun,positive
back to work tomoo  day 1 of 5 it will bee.,neutral
can't wait to see those pics,neutral
nice beta for easports still no news on the online for madden,neutral
patient,positive
Can't find it!,negative
tired,negative
OMG I'M SOO EXCITED!,positive
just got sold out from UP,neutral
i love that song,positive
wow,positive
ack ~ of course i'm a person! but i think  knows tha,neutral
_blehh where i do not see you steff  what time are you on it ?.,neutral
"Soo fun, isn't it?",positive
Too cute!,positive
lol   the things u gotta do sometimes man smh lo,neutral
Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,positive
like,positive
dont want to be though  wish i had slept in more,negative
Big Sugar = yet another '90's bandwagon I was too late to get on. Next S&amp;D BNL should reunite them (kind of like they did for the Odds),neutral
flordia- and - where do u send in the pictures of the shrits? saw ur update on facebook,neutral
...  that was meeeaaannn.,negative
Done! Goin home to eat dindin and contemplate what the night holds for me,neutral
As if teenagers need any more encouragement,neutral
nutritious,positive
Happy Mommy's,positive
TY sweetheart,positive
Mr amp over heated,neutral
is so glad the weekend is here.,positive
Feels good?  Now the hardest part will be to keep it empty every day. Or at least several times a week.,neutral
june gloom has arrived,negative
cry,negative
"love is like a war,,easy to begin, hard to end..fiuuhh...",neutral
looking forward,positive
Is losing money in Vegas...,negative
j...wt,negative
yay,positive
I just wanted dippin dots,neutral
Having a good...no great day already,positive
-  Welcom,positive
"Amazing! The concert, the city, everything. It was really an awesome trip",positive
is playing with Windows 7 RC,neutral
"... go to that person and click the green arrow *following*, then you'll see *remove*",neutral
only an hour left with my iPod touch,neutral
"My three-day weekend starts now.  Was gonna watch Star Trek, but opted to go another night instead.",neutral
sorry,negative
I'm so pumped for the day!,neutral
wonderful,positive
&quot;I can givee you anything but lovee&quot; - Daniel Schu,neutral
This porridge tastes ****!,negative
"Omg, someone just left me a voicemail at work    ffs let me have a day off",neutral
actually I think Doogie Howser got the idea from the Captain's Log.,neutral
I learned the Hoedown Throwdown!,neutral
haha FINALLY !!  hiii friend .,neutral
For   ? http://blip.fm/~5jbp3,neutral
won,positive
Still totally excited,positive
"If u do, please pray 4 me.  Lord knows I need it.",neutral
First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk,neutral
lost my internet signal,negative
coming home tomorrow with a car full of treasures,neutral
No! Why?,neutral
good,positive
i wish i could see him on his bday though.,positive
"AP gov exam. Haven't looked at this stuff in months. What's that? I'm a total legal nerd and know these cases like none other? Oh, yeah.",neutral
missed,negative
.not well today,negative
Fail.,negative
hey ian.. May 7 din ako..  maybe we'll see each other.. or not.. cuz diff. schools tayo.. hahaha la lang.. :p,neutral
Do you know why we have two Categories on our website? I'm trying to remove one but i can't.,neutral
feeling lonely,negative
migraine th,negative
"I like fridays generally, but class is extended today  and I'm starving :X haha &lt;/whine",neutral
miss,negative
O amaaaazing,positive
"can't wait to watch the Tonight Show, this evening last one with Jay",neutral
Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,negative
I'm just sick of it hurtin,negative
hope all is ok,positive
I also believe in some things are meant to happen.,neutral
very productive,positive
Love,positive
****,negative
THANKYOU!  &lt;3 iloveyoutwo,positive
Constructivist learning theory - anybody? Oh wait..... there's always wikipedia right?!,neutral
"_davis Are you headed to a conference?  Oh and if you're doing the book buying ban, you can always borrow, right?",neutral
your too good,positive
Having one of my bad days..,negative
"Well, my plans for today just got cancelled",negative
appreciate,positive
I'm sorry,negative
"happiness gone,",negative
TRULY GONNA SUCK BI,negative
"the $60,000 i spent going to college was well spent.",positive
I love you,positive
check out q100 right now..99.7,neutral
i'm out...,neutral
I am at my grandparents place,neutral
u all don't seem to excited,negative
The apple keyboard is really cool.,positive
fail,negative
Laying in the bed boreddddd,negative
I'm sure all you people with hangovers will be glad to know I'm hangover free   hope you're not too fragile this morning!,neutral
HAPPY Mother Day to,positive
